epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,40.0205,2.89747,5.48509,4.2198,0,0,0,0,3.38241,5.96944,4.15747,2.17741e-05,2.17741e-05,2.17741e-05
26,41.4923,3.45044,5.52687,4.29624,0,0,0,0,3.38241,5.96944,4.15747,2.23869e-05,2.23869e-05,2.23869e-05
27,42.9845,3.14863,5.51288,4.35282,0,0,0,0,3.38269,5.97075,4.15744,2.2976e-05,2.2976e-05,2.2976e-05
28,44.4085,3.48676,5.52534,4.24738,0,0,0,0,3.38269,5.97075,4.15744,2.35417e-05,2.35417e-05,2.35417e-05
29,45.8964,3.29582,5.82685,4.24233,0,0,0,0,3.38301,5.97151,4.15741,2.40837e-05,2.40837e-05,2.40837e-05
30,47.3897,3.0449,5.4347,4.2455,0,0,0,0,3.38301,5.97151,4.15741,2.46022e-05,2.46022e-05,2.46022e-05
31,48.9375,3.73512,5.57103,4.1986,0,0,0,0,3.38333,5.97187,4.15742,2.50971e-05,2.50971e-05,2.50971e-05
32,50.3911,3.51072,5.67501,4.34849,0,0,0,0,3.38333,5.97187,4.15742,2.55685e-05,2.55685e-05,2.55685e-05
33,51.8676,3.43334,5.43645,4.33913,0,0,0,0,3.38359,5.9725,4.15745,2.60163e-05,2.60163e-05,2.60163e-05
34,53.3121,3.18817,5.49649,4.23319,0,0,0,0,3.38359,5.9725,4.15745,2.64405e-05,2.64405e-05,2.64405e-05
35,54.8552,3.1422,5.49795,4.26385,0,0,0,0,3.38385,5.97298,4.15739,2.68412e-05,2.68412e-05,2.68412e-05
36,56.3145,3.05201,5.48582,4.25178,0,0,0,0,3.38385,5.97298,4.15739,2.72183e-05,2.72183e-05,2.72183e-05
37,57.8275,3.20008,5.64371,4.17165,0,0,0,0,3.38409,5.97346,4.15742,2.75718e-05,2.75718e-05,2.75718e-05
38,59.3089,3.24869,5.47607,4.22937,0,0,0,0,3.38409,5.97346,4.15742,2.79018e-05,2.79018e-05,2.79018e-05
39,60.782,3.01125,5.41877,4.19859,0,0,0,0,3.38434,5.97405,4.15734,2.82082e-05,2.82082e-05,2.82082e-05
40,62.2223,3.66388,5.80503,4.27077,0,0,0,0,3.38434,5.97405,4.15734,2.84911e-05,2.84911e-05,2.84911e-05
41,63.7479,3.23506,5.44482,4.2894,0,0,0,0,3.38455,5.97428,4.15739,2.87504e-05,2.87504e-05,2.87504e-05
42,65.2509,3.27461,5.54241,4.20529,0,0,0,0,3.38455,5.97428,4.15739,2.89861e-05,2.89861e-05,2.89861e-05
43,66.8494,3.09205,5.50077,4.26099,0,0,0,0,3.38476,5.97462,4.15745,2.91983e-05,2.91983e-05,2.91983e-05
44,68.314,3.48294,5.51692,4.22407,0,0,0,0,3.38476,5.97462,4.15745,2.93869e-05,2.93869e-05,2.93869e-05
45,69.8129,3.36095,5.43716,4.23083,0,0,0,0,3.38489,5.97528,4.15752,2.9552e-05,2.9552e-05,2.9552e-05
46,71.2511,2.70454,5.40088,4.22485,0,0,0,0,3.38489,5.97528,4.15752,2.96935e-05,2.96935e-05,2.96935e-05
47,72.7715,3.48467,5.69433,4.24667,0,0,0,0,3.38505,5.97584,4.15758,2.98114e-05,2.98114e-05,2.98114e-05
48,74.251,3.09756,5.5047,4.20227,0,0,0,0,3.38505,5.97584,4.15758,2.99058e-05,2.99058e-05,2.99058e-05
49,75.783,3.59144,5.67596,4.29588,0,0,0,0,3.38522,5.9764,4.15773,2.99766e-05,2.99766e-05,2.99766e-05
50,77.197,3.39058,5.59843,4.23284,0,0,0,0,3.38522,5.9764,4.15773,3.00238e-05,3.00238e-05,3.00238e-05
51,78.7584,3.3118,5.549,4.24233,0,0,0,0,3.38542,5.97648,4.1579,3.00475e-05,3.00475e-05,3.00475e-05
52,80.1594,3.4325,5.52595,4.30864,0,0,0,0,3.38542,5.97648,4.1579,3.00476e-05,3.00476e-05,3.00476e-05
53,81.6294,3.05458,5.50155,4.24278,0,0,0,0,3.38542,5.97648,4.1579,3.00242e-05,3.00242e-05,3.00242e-05
54,83.1467,3.61453,5.54139,4.22032,0,0,0,0,3.38569,5.97673,4.15813,2.99772e-05,2.99772e-05,2.99772e-05
55,84.5874,3.1803,5.61516,4.20945,0,0,0,0,3.38569,5.97673,4.15813,2.99066e-05,2.99066e-05,2.99066e-05
56,86.0132,2.79692,5.65393,4.43382,0,0,0,0,3.38569,5.97673,4.15813,2.98125e-05,2.98125e-05,2.98125e-05
57,87.5023,3.26001,5.5676,4.26895,0,0,0,0,3.38588,5.97703,4.15845,2.96948e-05,2.96948e-05,2.96948e-05
58,88.9349,2.91024,5.51376,4.21222,0,0,0,0,3.38588,5.97703,4.15845,2.95535e-05,2.95535e-05,2.95535e-05
59,90.4232,3.1056,5.55905,4.23949,0,0,0,0,3.38588,5.97703,4.15845,2.93887e-05,2.93887e-05,2.93887e-05
60,91.951,3.09925,5.35584,4.2083,0,0,0,0,3.38616,5.97752,4.15883,2.92003e-05,2.92003e-05,2.92003e-05
61,93.4261,3.18487,5.63083,4.21771,0,0,0,0,3.38616,5.97752,4.15883,2.89884e-05,2.89884e-05,2.89884e-05
62,94.8841,2.77684,5.53619,4.26771,0,0,0,0,3.38616,5.97752,4.15883,2.87529e-05,2.87529e-05,2.87529e-05
63,96.3527,3.54917,5.576,4.36219,0,0,0,0,3.38642,5.97811,4.15925,2.84938e-05,2.84938e-05,2.84938e-05
64,97.8179,2.96196,5.40509,4.22227,0,0,0,0,3.38642,5.97811,4.15925,2.82112e-05,2.82112e-05,2.82112e-05
65,99.3008,3.46656,5.67079,4.35385,0,0,0,0,3.38642,5.97811,4.15925,2.7905e-05,2.7905e-05,2.7905e-05
66,100.811,3.10363,5.50079,4.26456,0,0,0,0,3.38675,5.97874,4.15977,2.75753e-05,2.75753e-05,2.75753e-05
67,102.233,2.96493,5.4508,4.23077,0,0,0,0,3.38675,5.97874,4.15977,2.7222e-05,2.7222e-05,2.7222e-05
68,103.665,2.95162,5.45311,4.21089,0,0,0,0,3.38675,5.97874,4.15977,2.68451e-05,2.68451e-05,2.68451e-05
69,105.137,3.4035,5.52844,4.21479,0,0,0,0,3.38704,5.97909,4.16032,2.64447e-05,2.64447e-05,2.64447e-05
70,106.609,3.30494,5.58113,4.28858,0,0,0,0,3.38704,5.97909,4.16032,2.60207e-05,2.60207e-05,2.60207e-05
71,108.114,3.34141,5.5868,4.2268,0,0,0,0,3.38704,5.97909,4.16032,2.55731e-05,2.55731e-05,2.55731e-05
72,109.662,3.0696,5.61958,4.2136,0,0,0,0,3.38735,5.97883,4.16102,2.5102e-05,2.5102e-05,2.5102e-05
73,111.099,3.13345,5.43958,4.21003,0,0,0,0,3.38735,5.97883,4.16102,2.46073e-05,2.46073e-05,2.46073e-05
74,112.574,3.27724,5.6211,4.19463,0,0,0,0,3.38735,5.97883,4.16102,2.40891e-05,2.40891e-05,2.40891e-05
75,114.078,3.28864,5.47758,4.25798,0,0,0,0,3.3876,5.97913,4.16147,2.35472e-05,2.35472e-05,2.35472e-05
76,115.563,3.1761,5.62334,4.20703,0,0,0,0,3.3876,5.97913,4.16147,2.29819e-05,2.29819e-05,2.29819e-05
77,117.053,3.2472,5.62223,4.19695,0,0,0,0,3.3876,5.97913,4.16147,2.23929e-05,2.23929e-05,2.23929e-05
78,118.588,3.12829,5.427,4.24272,0,0,0,0,3.38792,5.979,4.16218,2.17805e-05,2.17805e-05,2.17805e-05
79,120.021,3.00259,5.61029,4.21116,0,0,0,0,3.38792,5.979,4.16218,2.11444e-05,2.11444e-05,2.11444e-05
80,121.462,3.09455,5.68063,4.27922,0,0,0,0,3.38792,5.979,4.16218,2.04848e-05,2.04848e-05,2.04848e-05
81,122.969,3.15032,5.38205,4.36385,0,0,0,0,3.38826,5.97917,4.16294,1.98016e-05,1.98016e-05,1.98016e-05
82,124.474,2.97791,5.52043,4.18949,0,0,0,0,3.38826,5.97917,4.16294,1.90949e-05,1.90949e-05,1.90949e-05
83,125.972,3.21104,5.35517,4.27198,0,0,0,0,3.38826,5.97917,4.16294,1.83646e-05,1.83646e-05,1.83646e-05
84,127.482,2.71066,5.45189,4.17462,0,0,0,0,3.38867,5.97923,4.16377,1.76107e-05,1.76107e-05,1.76107e-05
85,128.944,3.28949,5.45282,4.20168,0,0,0,0,3.38867,5.97923,4.16377,1.68333e-05,1.68333e-05,1.68333e-05
86,130.368,3.07495,5.51056,4.22726,0,0,0,0,3.38867,5.97923,4.16377,1.60323e-05,1.60323e-05,1.60323e-05
87,131.797,3.17013,5.45318,4.25404,0,0,0,0,3.38867,5.97923,4.16377,1.52077e-05,1.52077e-05,1.52077e-05
88,133.324,3.15282,5.74495,4.22023,0,0,0,0,3.38908,5.9796,4.16475,1.43596e-05,1.43596e-05,1.43596e-05
89,134.801,3.55374,5.6554,4.26441,0,0,0,0,3.38908,5.9796,4.16475,1.34879e-05,1.34879e-05,1.34879e-05
90,136.29,3.26194,5.57395,4.18394,0,0,0,0,3.38908,5.9796,4.16475,1.25927e-05,1.25927e-05,1.25927e-05
91,137.716,2.97526,5.71494,4.30691,0,0,0,0,3.38908,5.9796,4.16475,1.16739e-05,1.16739e-05,1.16739e-05
92,139.205,2.84734,5.86391,4.29042,0,0,0,0,3.39456,5.9798,4.16603,1.07315e-05,1.07315e-05,1.07315e-05
93,140.635,2.73509,5.4968,4.3036,0,0,0,0,3.39456,5.9798,4.16603,9.76562e-06,9.76562e-06,9.76562e-06
94,142.106,2.77279,5.78453,4.24953,0,0,0,0,3.39456,5.9798,4.16603,8.77613e-06,8.77613e-06,8.77613e-06
95,143.599,2.45179,5.48183,4.23599,0,0,0,0,3.39456,5.9798,4.16603,7.76308e-06,7.76308e-06,7.76308e-06
96,145.08,2.58702,5.39906,4.2412,0,0,0,0,3.39482,5.98034,4.1671,6.72648e-06,6.72648e-06,6.72648e-06
97,146.515,2.8341,5.68484,4.25677,0,0,0,0,3.39482,5.98034,4.1671,5.6663e-06,5.6663e-06,5.6663e-06
98,147.961,2.67036,5.58742,4.27415,0,0,0,0,3.39482,5.98034,4.1671,4.58257e-06,4.58257e-06,4.58257e-06
99,149.41,2.77574,5.6807,4.22303,0,0,0,0,3.39482,5.98034,4.1671,3.47528e-06,3.47528e-06,3.47528e-06
100,150.913,2.82154,5.75625,4.25071,0,0,0,0,3.38991,5.98113,4.16783,2.34442e-06,2.34442e-06,2.34442e-06
