id,x,y,w,h,score,area,energy,mask_file,crop
0,0,0,640,402,0.5565726057192297,143195,0.14990328820116053,5_mask_000.png,5_crop_000.jpg
1,0,0,640,402,0.6884717039774235,177130,0.16968477531857815,5_mask_001.png,5_crop_001.jpg
2,0,0,640,196,0.22771299751155272,58586,0.19412724306688417,5_mask_002.png,5_crop_002.jpg
3,0,3,640,399,0.4234724813416376,108951,0.19738562091503267,5_mask_003.png,5_crop_003.jpg
4,0,0,640,385,0.5757618159181601,148132,0.20067453625632378,5_mask_004.png,5_crop_004.jpg
5,0,0,640,148,0.19112251243706807,49172,0.21382289416846653,5_mask_005.png,5_crop_005.jpg
6,0,0,446,148,0.13195740049699953,33950,0.22142857142857142,5_mask_006.png,5_crop_006.jpg
7,0,0,586,148,0.15548429726307725,40003,0.23157894736842105,5_mask_007.png,5_crop_007.jpg
8,0,0,640,355,0.41401197139142565,106517,0.2382838283828383,5_mask_008.png,5_crop_008.jpg
9,0,0,640,402,0.4609413868141288,118591,0.24019391802556192,5_mask_009.png,5_crop_009.jpg
10,7,217,270,185,0.07725046641761019,19875,0.2565947242206235,5_mask_010.png,5_crop_010.jpg
11,288,0,352,157,0.06257384950224434,16099,0.2595419847328244,5_mask_011.png,5_crop_011.jpg
12,0,228,221,174,0.07490282960169892,19271,0.2607449856733524,5_mask_012.png,5_crop_012.jpg
13,296,0,344,124,0.05132929104457661,13206,0.2631578947368421,5_mask_013.png,5_crop_013.jpg
14,7,228,270,174,0.06623523009924503,17041,0.2773109243697479,5_mask_014.png,5_crop_014.jpg
15,0,217,260,185,0.08101290422854084,20843,0.28117359413202936,5_mask_015.png,5_crop_015.jpg
16,296,0,344,157,0.05529384328336717,14226,0.2851063829787234,5_mask_016.png,5_crop_016.jpg
17,0,37,506,318,0.2134211753723048,54909,0.2915422885572139,5_mask_017.png,5_crop_017.jpg
18,405,0,235,62,0.033617070895391725,8649,0.29310344827586204,5_mask_018.png,5_crop_018.jpg
19,7,224,253,178,0.07254353233802649,18664,0.29347826086956524,5_mask_019.png,5_crop_019.jpg
20,7,0,633,402,0.3024448072127548,77813,0.3007562536358348,5_mask_020.png,5_crop_020.jpg
21,159,96,481,306,0.14576725746212,37503,0.3075221238938053,5_mask_021.png,5_crop_021.jpg
22,283,276,288,126,0.0704718594524624,18131,0.30788804071246817,5_mask_022.png,5_crop_022.jpg
23,0,52,470,303,0.1935245646758647,49790,0.3091732729331823,5_mask_023.png,5_crop_023.jpg
24,186,0,454,124,0.05703124999977833,14673,0.3092369477911647,5_mask_024.png,5_crop_024.jpg
25,7,224,253,178,0.06941853233803864,17860,0.30978260869565216,5_mask_025.png,5_crop_025.jpg
26,0,0,640,196,0.13917910447707096,35808,0.3132530120481928,5_mask_026.png,5_crop_026.jpg
27,544,165,96,180,0.03242381840783417,8342,0.3181818181818182,5_mask_027.png,5_crop_027.jpg
28,7,224,237,178,0.06070429104454017,15618,0.3201320132013201,5_mask_028.png,5_crop_028.jpg
29,120,306,226,96,0.04918765547244563,12655,0.32567049808429116,5_mask_029.png,5_crop_029.jpg
30,0,60,470,295,0.17339474502420166,44611,0.32598039215686275,5_mask_030.png,5_crop_030.jpg
31,7,224,253,178,0.07626710198975331,19622,0.3278236914600551,5_mask_031.png,5_crop_031.jpg
32,7,228,253,174,0.07166122512409957,18437,0.32941176470588235,5_mask_032.png,5_crop_032.jpg
33,480,119,160,266,0.0715873756216123,18418,0.3333333333333333,5_mask_033.png,5_crop_033.jpg
34,0,60,470,295,0.17415656094459672,44807,0.3349875930521092,5_mask_034.png,5_crop_034.jpg
35,283,276,207,126,0.050342039800799356,12952,0.3356643356643357,5_mask_035.png,5_crop_035.jpg
36,288,0,352,272,0.10604011193988634,27282,0.3392857142857143,5_mask_036.png,5_crop_036.jpg
37,0,181,263,174,0.05387515547242741,13861,0.34050179211469533,5_mask_037.png,5_crop_037.jpg
38,288,0,352,157,0.06771222014899055,17421,0.34065934065934067,5_mask_038.png,5_crop_038.jpg
39,0,0,640,277,0.2042094216409973,52539,0.344,5_mask_039.png,5_crop_039.jpg
